ID,TERM,DEFINITION,CATEGORY,TOTAL_FREQUENCY,BOOKS
4961,estimable,,,,
4962,estimate,,,,
4963,estimates,,,,
4964,estranged,,,,
4965,etc,,,,
4966,eternal,,,,
4967,eternity,,,,
4968,ether,,,,
4969,ethereal,,,,
4970,etherege,,,,
4971,eton,,,,
4972,euclid,,,,
4973,europeans,,,,
4974,eustace,,,,
4975,euston,,,,
4976,eva,,,,
4977,evans,,,,
4978,evas,,,,
4979,evasively,,,,
4980,eve,,,,
4981,eveninga,,,,
4982,eveningmistook,,,,
4983,evenings,,,,
4984,eveningthis,,,,
4985,eventful,,,,
4986,eventthe,,,,
4987,eventuality,,,,
4988,everactive,,,,
4989,everchanging,,,,
4990,everdeepening,,,,
4991,evergreen,,,,
4992,evergrowing,,,,
4993,evermore,,,,
4994,everybody,,,,
4995,everyday,,,,
4996,evildoer,,,,
4997,evilsmelling,,,,
4998,evoked,,,,
4999,evolution,,,,
5000,evolve,,,,
5001,evolved,,,,
5002,evolvedand,,,,
5003,evolves,,,,
5004,ex,,,,
5005,exactdr,,,,
5006,exacted,,,,
5007,exacti,,,,
5008,exacting,,,,
5009,exactlyone,,,,
5010,exactness,,,,
5011,exaggerate,,,,
5012,exaggerated,,,,
5013,exaggerating,,,,
5014,exaggeration,,,,
5015,exaltation,,,,
5016,exalted,,,,
5017,exam,,,,
5018,examiners,,,,
5019,examples,,,,
5020,exasperating,,,,
5021,exasperation,,,,
5022,exaustralian,,,,
5023,excavating,,,,
5024,exceed,,,,
5025,exceeded,,,,
5026,exceeding,,,,
5027,exceeds,,,,
5028,excel,,,,
5029,excellence,,,,
5030,excellently,,,,
5031,exceptional,,,,
5032,exceptionally,,,,
5033,exceptions,,,,
5034,excess,,,,
5035,excessive,,,,
5036,excessively,,,,
5037,exchanged,,,,
5038,exchanges,,,,
5039,exchanging,,,,
5040,excitable,,,,
5041,excite,,,,
5042,excitedly,,,,
5043,excitedwas,,,,
5044,excitements,,,,
5045,excites,,,,
5046,exciting,,,,
5047,exclamations,,,,
5048,exclergyman,,,,
5049,exclude,,,,
5050,excluded,,,,
5051,exclusion,,,,
5052,exconfederate,,,,
5053,exconvict,,,,
5054,excursion,,,,
5055,excursions,,,,
5056,excused,,,,
5057,excuses,,,,
5058,excusing,,,,
5059,execute,,,,
5060,executing,,,,
5061,execution,,,,
5062,executioner,,,,
5063,executor,,,,
5064,exercised,,,,
5065,exercises,,,,
5066,exercising,,,,
5067,exert,,,,
5068,exerted,,,,
5069,exerting,,,,
5070,exertion,,,,
5071,exertions,,,,
5072,exeter,,,,
5073,exhalation,,,,
5074,exhaust,,,,
5075,exhausting,,,,
5076,exhaustion,,,,
5077,exhaustionpossibly,,,,
5078,exhaustive,,,,
5079,exhausts,,,,
5080,exhibit,,,,
5081,exhibited,,,,
5082,exhibiting,,,,
5083,exhibitions,,,,
5084,exhilarating,,,,
5085,exhilaration,,,,
5086,exhort,,,,
5087,exhortation,,,,
5088,exhumed,,,,
5089,exist,,,,
5090,existed,,,,
5091,existing,,,,
5092,exists,,,,
5093,exit,,,,
5094,exits,,,,
5095,exmissionary,,,,
5096,exotic,,,,
5097,expanded,,,,
5098,expanding,,,,
5099,expectancies,,,,
5100,expectancy,,,,
5101,expectant,,,,
5102,expectantly,,,,
5103,expectation,,,,
5104,expectations,,,,
5105,expects,,,,
5106,expedient,,,,
5107,expeditions,,,,
5108,expelled,,,,
5109,expended,,,,
5110,expenditure,,,,
5111,expenses,,,,
5112,expensive,,,,
5113,experienced,,,,
5114,experienceshould,,,,
5115,experiment,,,,
5116,experiments,,,,
5117,experts,,,,
5118,expire,,,,
5119,expired,,,,
5120,expiring,,,,
5121,explaining,,,,
5122,explains,,,,
5123,explanatory,,,,
5124,explicit,,,,
5125,exploit,,,,
5126,exploits,,,,
5127,explorations,,,,
5128,explore,,,,
5129,explored,,,,
5130,explorer,,,,
5131,exploring,,,,
5132,explosion,,,,
5133,explosive,,,,
5134,explosivesnothing,,,,
5135,expose,,,,
5136,exposing,,,,
5137,expostulating,,,,
5138,expostulation,,,,
5139,expound,,,,
5140,expounding,,,,
5141,expresident,,,,
5142,expressing,,,,
5143,expressions,,,,
5144,expressive,,,,
5145,expressly,,,,
5146,exprizefighter,,,,
5147,exprofessor,,,,
5148,expulsion,,,,
5149,exquisite,,,,
5150,exservant,,,,
5151,extend,,,,
5152,extending,,,,
5153,extends,,,,
5154,extensive,,,,
5155,exterior,,,,
5156,external,,,,
5157,extinct,,,,
5158,extinctin,,,,
5159,extinction,,,,
5160,extinguished,,,,
5161,extinguishes,,,,
5162,extra,,,,
5163,extract,,,,
5164,extracted,,,,
5165,extraction,,,,
5166,extracts,,,,
5167,extraneous,,,,
5168,extraordinarily,,,,
5169,extras,,,,
5170,extravagant,,,,
5171,extremities,,,,
5172,extremity,,,,
5173,extricated,,,,
5174,exuberance,,,,
5175,exuberant,,,,
5176,exult,,,,
5177,exultant,,,,
5178,exultantly,,,,
5179,exultation,,,,
5180,exulted,,,,
5181,exulting,,,,
5182,eyed,,,,
5183,eyeglass,,,,
5184,eyeglasses,,,,
5185,eyeing,,,,
5186,eyeit,,,,
5187,eyelashes,,,,
5188,eyelids,,,,
5189,eyeseyes,,,,
5190,eyford,,,,
5191,ezekiah,,,,
5192,f,,,,
5193,faber,,,,
5194,fabrication,,,,
5195,facea,,,,
5196,facecoverings,,,,
5197,facecrafty,,,,
5198,facehis,,,,
5199,facer,,,,
5200,facet,,,,
5201,facethe,,,,
5202,facial,,,,
5203,facilitate,,,,
5204,facilitates,,,,
5205,facility,,,,
5206,facings,,,,
5207,facsimile,,,,
5208,factcant,,,,
5209,factfrom,,,,
5210,factof,,,,
5211,factornothing,,,,
5212,factors,,,,
5213,factory,,,,
5214,faculties,,,,
5215,faculty,,,,
5216,fad,,,,
5217,faddy,,,,
5218,fade,,,,
5219,fading,,,,
5220,fads,,,,
5221,fagged,,,,
5222,failing,,,,
5223,fails,,,,
5224,failure,,,,
5225,failures,,,,
5226,fain,,,,
5227,faintest,,,,
5228,fainting,,,,
5229,faintingim,,,,
5230,faintly,,,,
5231,fairbairn,,,,
5232,fairbank,,,,
5233,fairdale,,,,
5234,fairer,,,,
5235,fairhaired,,,,
5236,fairs,,,,
5237,fairsized,,,,
5238,fairspoken,,,,
5239,fairy,,,,
5240,fairytales,,,,
5241,fait,,,,
5242,faithfully,,,,
5243,faithless,,,,
5244,faker,,,,
5245,fallacies,,,,
5246,fallacy,,,,
5247,falls,,,,
5248,falmouth,,,,
5249,falsehood,,,,
5250,faltered,,,,
5251,fame,,,,
5252,familiarity,,,,
5253,families,,,,
5254,familys,,,,
5255,familythis,,,,
5256,famished,,,,
5257,fan,,,,
5258,fanatic,,,,
5259,fanatical,,,,
5260,fanatics,,,,
5261,fancier,,,,
5262,fancies,,,,
5263,fanciful,,,,
5264,fancyand,,,,
5265,fang,,,,
5266,fangs,,,,
5267,fanlight,,,,
5268,fantastically,,,,
5269,faraway,,,,
5270,farcical,,,,
5271,fare,,,,
5272,fared,,,,
5273,fareham,,,,
5274,farewell,,,,
5275,farfetched,,,,
5276,fargone,,,,
5277,farintosh,,,,
5278,farmer,,,,
5279,farmers,,,,
5280,farmhouse,,,,
5281,farmhouses,,,,
5282,farming,,,,
5283,farmlad,,,,
5284,farms,,,,
5285,farmsteadings,,,,
5286,farnham,,,,
5287,farquhar,,,,
5288,farreaching,,,,
5289,farrier,,,,
5290,farrington,,,,
5291,farso,,,,
5292,farthest,,,,
5293,farthing,,,,
5294,fascinates,,,,
5295,fascinating,,,,
5296,fascination,,,,
5297,fashionable,,,,
5298,fashionably,,,,
5299,fashioned,,,,
5300,fashionhe,,,,
5301,fasten,,,,
5302,fasteners,,,,
5303,fastening,,,,
5304,fastenings,,,,
5305,faster,,,,
5306,fastest,,,,
5307,fastidious,,,,
5308,fatally,,,,
5309,fatencircled,,,,
5310,fates,,,,
5311,fathertook,,,,
5312,fathom,,,,
5313,fathomed,,,,
5314,fatigue,,,,
5315,fatigued,,,,
5316,fatigues,,,,
5317,fattened,,,,
5318,fatter,,,,
5319,fattest,,,,
5320,faults,,,,
5321,faulty,,,,
5322,favorite,,,,
5323,favourable,,,,
5324,favourably,,,,
5325,favoured,,,,
5326,favourites,,,,
5327,feara,,,,
5328,fearful,,,,
5329,fearing,,,,
5330,fearinspiring,,,,
5331,fearless,,,,
5332,fearlessness,,,,
5333,fearsome,,,,
5334,feasible,,,,
5335,feast,,,,
5336,feasted,,,,
5337,feat,,,,
5338,feather,,,,
5339,feathers,,,,
5340,feats,,,,
5341,featureless,,,,
5342,february,,,,
5343,fed,,,,
5344,fee,,,,
5345,feebly,,,,
5346,feed,,,,
5347,feels,,,,
5348,feigned,,,,
5349,felled,,,,
5350,fellowcitizens,,,,
5351,fellowcountryman,,,,
5352,fellowcountrywoman,,,,
5353,fellowgrooms,,,,
5354,fellowlodger,,,,
5355,fellowmortal,,,,
5356,fellownothing,,,,
5357,fellowstudents,,,,
5358,fellowtravellers,,,,
5359,felon,,,,
5360,felons,,,,
5361,felony,,,,
5362,female,,,,
5363,feminine,,,,
5364,fence,,,,
5365,fenced,,,,
5366,fenchurch,,,,
5367,fencing,,,,
5368,fender,,,,
5369,fens,,,,
5370,ferguson,,,,
5371,feringhee,,,,
5372,ferment,,,,
5373,ferns,,,,
5374,fernworthy,,,,
5375,ferocious,,,,
5376,ferocity,,,,
5377,ferrers,,,,
5378,ferret,,,,
5379,ferreted,,,,
5380,ferretlike,,,,
5381,ferriers,,,,
5382,ferrule,,,,
5383,fertile,,,,
5384,fervently,,,,
5385,fess,,,,
5386,festival,,,,
5387,festivities,,,,
5388,festivity,,,,
5389,fetch,,,,
5390,fetched,,,,
5391,fetching,,,,
5392,fetid,,,,
5393,fetish,,,,
5394,fettered,,,,
5395,feud,,,,
5396,feudal,,,,
5397,feuds,,,,
5398,feverish,,,,
5399,feverridden,,,,
5400,feverstricken,,,,
5401,fewer,,,,
5402,ffolliott,,,,
5403,fiance,,,,
5404,fiasco,,,,
5405,fiction,,,,
5406,fiddle,,,,
5407,fiddles,,,,
5408,fidelity,,,,
5409,fidget,,,,
5410,fidgeted,,,,
5411,fidgeting,,,,
5412,fieldglass,,,,
5413,fiendish,,,,
5414,fiends,,,,
5415,fierceeyed,,,,
5416,fiercelooking,,,,
5417,fiercely,,,,
5418,fierceness,,,,
5419,fiercer,,,,
5420,fiery,,,,
5421,fifteenth,,,,
5422,fifth,,,,
5423,fiftyfive,,,,
5424,fiftyguinea,,,,
5425,fiftypound,,,,
5426,fiftythree,,,,
5427,fiftytwo,,,,
5428,fighting,,,,
5429,fightingmen,,,,
5430,fights,,,,
5431,figured,,,,
5432,filaments,,,,
5433,file,,,,
5434,filed,,,,
5435,files,,,,
5436,filial,,,,
5437,filling,,,,
5438,fills,,,,
5439,film,,,,
5440,filthy,,,,
5441,finance,,,,
5442,finances,,,,
5443,financial,,,,
5444,financier,,,,
5445,finder,,,,
5446,findgood,,,,
5447,finely,,,,
5448,fineness,,,,
5449,finer,,,,
5450,finesse,,,,
5451,finest,,,,
5452,fingerends,,,,
5453,fingerglasses,,,,
5454,fingering,,,,
5455,fingernails,,,,
5456,finis,,,,
5457,finish,,,,
5458,finishing,,,,
5459,finns,,,,
5460,fir,,,,
5461,firbank,,,,
5462,firearms,,,,
5463,fireengines,,,,
5464,fireher,,,,
5465,firelight,,,,
5466,firelock,,,,
5467,firemen,,,,
5468,fires,,,,
5469,firing,,,,
5470,firmer,,,,
5471,firmness,,,,
5472,firms,,,,
5473,firmset,,,,
5474,firs,,,,
5475,firstclass,,,,
5476,firstfloor,,,,
5477,firsthand,,,,
5478,firstrate,,,,
5479,firstthe,,,,
5480,firtrees,,,,
5481,firwoods,,,,
5482,fish,,,,
5483,fished,,,,
5484,fisher,,,,
5485,fishes,,,,
5486,fishing,,,,
5487,fishingrod,,,,
5488,fishmonger,,,,
5489,fishs,,,,
5490,fissure,,,,
5491,fist,,,,
5492,fists,,,,
5493,fitted,,,,
5494,fitting,,,,
5495,fittings,,,,
5496,fitzroy,,,,
5497,fiveandtwenty,,,,
5498,fivefold,,,,
5499,fiveforty,,,,
5500,fivehundredton,,,,
5501,fivepound,,,,
5502,fiver,,,,
5503,fiveshilling,,,,
5504,fixe,,,,
5505,fixedly,,,,
5506,fixing,,,,
5507,fixture,,,,
5508,flabbiness,,,,
5509,flag,,,,
5510,flagged,,,,
5511,flagons,,,,
5512,flags,,,,
5513,flagstaff,,,,
5514,flagstone,,,,
5515,flagto,,,,
5516,flakeysuch,,,,
5517,flaky,,,,
5518,flamecoloured,,,,
5519,flamed,,,,
5520,flames,,,,
5521,flaming,,,,
5522,flamingo,,,,
5523,flank,,,,
5524,flanked,,,,
5525,flannel,,,,
5526,flap,,,,
5527,flapped,,,,
5528,flapping,,,,
5529,flaps,,,,
5530,flapwindow,,,,
5531,flaring,,,,
5532,flashes,,,,
5533,flashing,,,,
5534,flashthat,,,,
5535,flask,,,,
5536,flatchested,,,,
5537,flatfaced,,,,
5538,flats,,,,
5539,flattened,,,,
5540,flattening,,,,
5541,flatter,,,,
5542,flattered,,,,
5543,flattery,,,,
5544,flaubert,,,,
5545,flavour,,,,
5546,flaw,,,,
5547,flaxen,,,,
5548,flaxenhaired,,,,
5549,fleck,,,,
5550,flecked,,,,
5551,fleecy,,,,
5552,fleet,,,,
5553,fleeting,,,,
5554,flesh,,,,
5555,fleshcoloured,,,,
5556,fleshless,,,,
5557,fleshy,,,,
5558,flicked,,,,
5559,flicker,,,,
5560,flickered,,,,
5561,flickerin,,,,
5562,flickering,,,,
5563,flicking,,,,
5564,flier,,,,
5565,fliers,,,,
5566,flies,,,,
5567,flinch,,,,
5568,flinging,,,,
5569,flint,,,,
5570,flinttipped,,,,
5571,flippant,,,,
5572,flippantly,,,,
5573,flipper,,,,
5574,flirting,,,,
5575,flit,,,,
5576,flitted,,,,
5577,floated,,,,
5578,floating,,,,
5579,floats,,,,
5580,flock,,,,
5581,flocked,,,,
5582,flog,,,,
5583,flood,,,,
5584,flooded,,,,
5585,floods,,,,
5586,flooring,,,,
5587,floors,,,,
5588,flopped,,,,
5589,flora,,,,
5590,florence,,,,
5591,florid,,,,
5592,florida,,,,
5593,floridfaced,,,,
5594,florin,,,,
5595,floundering,,,,
5596,flourished,,,,
5597,flourishing,,,,
5598,flow,,,,
5599,flowed,,,,
5600,flower,,,,
5601,flowerbed,,,,
5602,flowerborder,,,,
5603,flowering,,,,
5604,flowerplots,,,,
5605,flowers,,,,
5606,flowersgood,,,,
5607,flowery,,,,
5608,flowing,,,,
5609,flown,,,,
5610,flows,,,,
5611,fluent,,,,
5612,fluff,,,,
5613,fluffy,,,,
5614,fluid,,,,
5615,flurried,,,,
5616,flushing,,,,
5617,flutter,,,,
5618,fluttered,,,,
5619,fluttering,,,,
5620,flyleaf,,,,
5621,flypaper,,,,
5622,foam,,,,
5623,foaming,,,,
5624,focus,,,,
5625,foe,,,,
5626,foeman,,,,
5627,fogbank,,,,
5628,fogdraped,,,,
5629,fogged,,,,
5630,foggirt,,,,
5631,foggy,,,,
5632,fogs,,,,
5633,fogwreaths,,,,
5634,foie,,,,
5635,foil,,,,
5636,foiled,,,,
5637,fold,,,,
5638,folding,,,,
5639,foldingdoor,,,,
5640,foliage,,,,
5641,folkestone,,,,
5642,folks,,,,
5643,follies,,,,
5644,followers,,,,
5645,folly,,,,
5646,foment,,,,
5647,fonder,,,,
5648,fondly,,,,
5649,fondness,,,,
5650,foolbut,,,,
5651,fooled,,,,
5652,foolishly,,,,
5653,fools,,,,
5654,foolscap,,,,
5655,football,,,,
5656,footclear,,,,
5657,footfall,,,,
5658,footfalls,,,,
5659,foothold,,,,
5660,footholds,,,,
5661,footing,,,,
5662,footman,,,,
5663,footmark,,,,
5664,footmen,,,,
5665,footpads,,,,
5666,footpath,,,,
5667,footpaths,,,,
5668,footprint,,,,
5669,footprints,,,,
5670,footsore,,,,
5671,footstep,,,,
5672,footworn,,,,
5673,foppish,,,,
5674,foppishness,,,,
5675,forbade,,,,
5676,forbear,,,,
5677,forbes,,,,
5678,forbid,,,,
5679,forbidden,,,,
5680,forbidding,,,,
5681,forborne,,,,
5682,forcedwhen,,,,
5683,forceps,,,,
5684,forces,,,,
5685,forcethe,,,,
5686,forcible,,,,
5687,forcibly,,,,
5688,forcing,,,,
5689,ford,,,,
5690,fordham,,,,
5691,fordingbridge,,,,
5692,fords,,,,
5693,fore,,,,
5694,forearm,,,,
5695,forearms,,,,
5696,forebodings,,,,
5697,forecast,,,,
5698,forecastle,,,,
5699,forefinger,,,,
5700,forefingers,,,,
5701,forefoot,,,,
5702,foreground,,,,
5703,foreheads,,,,
5704,foreigner,,,,
5705,foreigners,,,,
5706,foreignersone,,,,
5707,forelock,,,,
5708,foreman,,,,
5709,foremost,,,,
5710,forenoon,,,,
5711,forerunner,,,,
5712,forerunners,,,,
5713,foresaw,,,,
5714,foresee,,,,
5715,foreseeing,,,,
5716,foreseen,,,,
5717,foreshadowed,,,,
5718,foresight,,,,
5719,forest,,,,
5720,forestalling,,,,
5721,foretell,,,,
5722,foretold,,,,
5723,foreyard,,,,
5724,forfeit,,,,
5725,forfeited,,,,
5726,forged,,,,
5727,forger,,,,
5728,forgery,,,,
5729,forgetfulness,,,,
5730,forgetting,,,,
5731,forgiven,,,,
5732,forgiveness,,,,
5733,forgiving,,,,
5734,forgo,,,,
5735,forgot,,,,
5736,fork,,,,
5737,forlorn,,,,
5738,formal,,,,
5739,formalities,,,,
5740,formalitieswhich,,,,
5741,formally,,,,
5742,formation,,,,
5743,formidablelooking,,,,
5744,formidableso,,,,
5745,forming,,,,
5746,formosa,,,,
5747,formula,,,,
5748,formulating,,,,
5749,forresters,,,,
5750,fortescue,,,,
5751,forthwhich,,,,
5752,forthwith,,,,
5753,fortnights,,,,
5754,fortnightsay,,,,
5755,forton,,,,
5756,forts,,,,
5757,fortuneof,,,,
5758,fortunes,,,,
5759,fortuneseeker,,,,
5760,fortyeight,,,,
5761,fortyfive,,,,
5762,fortyfour,,,,
5763,fortygrain,,,,
5764,fortynine,,,,
5765,fortyone,,,,
5766,fortyseven,,,,
5767,fortythree,,,,
5768,fortytwo,,,,
5769,forwarded,,,,
5770,forwards,,,,
5771,fosterbrother,,,,
5772,fought,,,,
5773,foulest,,,,
5774,foully,,,,
5775,foulmire,,,,
5776,foulmouthed,,,,
5777,foulof,,,,
5778,foundand,,,,
5779,foundation,,,,
5780,founded,,,,
5781,founder,,,,
5782,foundered,,,,
5783,founders,,,,
5784,foundnever,,,,
5785,fountain,,,,
5786,fourandtwenty,,,,
5787,fourinhand,,,,
5788,fourjonathan,,,,
5789,fournaye,,,,
5790,fourteen,,,,
5791,fourteenth,,,,
5792,fourthand,,,,
5793,fourthat,,,,
5794,fourthirty,,,,
5795,fourwheeled,,,,
5796,fourwheelers,,,,
5797,fouryearold,,,,
5798,fowl,,,,
5799,fowler,,,,
5800,fowls,,,,
5801,foxes,,,,
5802,foxhound,,,,
5803,foxy,,,,
5804,fraction,,,,
5805,fractured,,,,
5806,fragile,,,,
5807,fragment,,,,
5808,fragments,,,,
5809,fragrance,,,,
5810,frail,,,,
5811,framework,,,,
5812,framing,,,,
5813,francess,,,,
5814,franchise,,,,
5815,francis,,,,
5816,francisco,,,,
5817,francomidland,,,,
5818,francoprussian,,,,
5819,frankest,,,,
5820,frankfort,,,,
5821,franklands,,,,
5822,frankness,,,,
5823,franks,,,,
5824,franois,,,,
5825,frantic,,,,
5826,frantically,,,,
5827,franz,,,,
5828,fraser,,,,
5829,fraserfor,,,,
5830,fratton,,,,
5831,fraud,,,,
5832,fraudulent,,,,
5833,fray,,,,
5834,frayed,,,,
5835,fraying,,,,
5836,freak,,,,
5837,freakish,,,,
5838,freaks,,,,
5839,freckled,,,,
5840,freckles,,,,
5841,freebody,,,,
5842,freeborn,,,,
5843,freed,,,,
5844,freedom,,,,
5845,freehanded,,,,
5846,freemason,,,,
5847,freemasonry,,,,
5848,freer,,,,
5849,freetrade,,,,
5850,freewill,,,,
5851,freeze,,,,
5852,freezing,,,,
5853,frenchman,,,,
5854,frenzied,,,,
5855,frenzy,,,,
5856,frequent,,,,
5857,frequented,,,,
5858,freshcomplexioned,,,,
5859,freshened,,,,
5860,freshly,,,,
5861,freshness,,,,
5862,fresno,,,,
5863,fret,,,,
5864,friction,,,,
5865,friday,,,,
5866,fridaythat,,,,
5867,friendless,,,,
5868,friendships,,,,
5869,friesland,,,,
5870,frieze,,,,
5871,frighten,,,,
5872,frightening,,,,
5873,frightens,,,,
5874,frightful,,,,
5875,frigid,,,,
5876,frill,,,,
5877,fringed,,,,
5878,fringes,,,,
5879,frisco,,,,
5880,fritz,,,,
5881,frivolity,,,,
5882,fro,,,,
5883,frock,,,,
5884,frogged,,,,
5885,fromperhaps,,,,
5886,frontal,,,,
5887,fronted,,,,
5888,frontier,,,,
5889,fronting,,,,
5890,fronts,,,,
5891,frost,,,,
5892,frosted,,,,
5893,frosty,,,,
5894,froth,,,,
5895,froufrou,,,,
5896,frown,,,,
5897,frowned,,,,
5898,frowning,,,,
5899,frozen,,,,
5900,frugal,,,,
5901,fruit,,,,
5902,fruitless,,,,
5903,fruits,,,,
5904,frustrated,,,,
5905,fry,,,,
5906,ft,,,,
5907,fuegians,,,,
5908,fugitive,,,,
5909,fugitives,,,,
5910,fulfil,,,,
5911,fulfill,,,,
5912,fulfilled,,,,
5913,fulfilling,,,,
5914,fulfillment,,,,
5915,fulfilment,,,,
5916,fulham,,,,
5917,fullbearded,,,,
5918,fullblooded,,,,
5919,fuller,,,,
5920,fullersearth,,,,
5921,fullest,,,,
5922,fullgrown,,,,
5923,fulllength,,,,
5924,fullsailed,,,,
5925,fulsome,,,,
5926,fumbled,,,,
5927,fumbling,,,,
5928,fumes,,,,
5929,fuming,,,,
5930,fun,,,,
5931,function,,,,
5932,fund,,,,
5933,funds,,,,
5934,funeral,,,,
5935,fungi,,,,
5936,funnel,,,,
5937,funniest,,,,
5938,funny,,,,
5939,fur,,,,
5940,furies,,,,
5941,furlongs,,,,
5942,furnace,,,,
5943,furnaces,,,,
5944,furnish,,,,
5945,furnishers,,,,
5946,furnishes,,,,
5947,furnishing,,,,
5948,furred,,,,
5949,furrow,,,,
5950,furrowed,,,,
5951,furthest,,,,
5952,furtive,,,,
5953,furtively,,,,
5954,furzebush,,,,
5955,furzebushes,,,,
5956,fusiliers,,,,
5957,fuss,,,,
5958,fust,,,,
5959,futile,,,,
5960,futureby,,,,
5961,futurehandling,,,,
5962,g,,,,
5963,gable,,,,
5964,gabled,,,,
5965,gables,,,,
5966,gableso,,,,
5967,gaboriaus,,,,
5968,gadabout,,,,
5969,gaelic,,,,
5970,gag,,,,
5971,gagged,,,,
5972,gaiety,,,,
5973,gainer,,,,
5974,gaining,,,,
5975,gains,,,,
5976,gainsaid,,,,
5977,gait,,,,
5978,gaitered,,,,
5979,gaiters,,,,
5980,gale,,,,
5981,galeand,,,,
5982,gales,,,,
5983,gallant,,,,
5984,gallantry,,,,
5985,galleries,,,,
5986,gallery,,,,
5987,gallop,,,,
5988,galloped,,,,
5989,galloping,,,,
5990,gallops,,,,
5991,gallows,,,,
5992,galvanised,,,,
5993,gambler,,,,
5994,gamecock,,,,
5995,gamekeeper,,,,
5996,gamelegged,,,,
5997,games,,,,
5998,gamesort,,,,
5999,gamethere,,,,
6000,gameyou,,,,
6001,ganges,,,,
6002,gangs,,,,
6003,gaol,,,,
6004,gaolbird,,,,
6005,gaolbirds,,,,
6006,gaped,,,,
6007,gaping,,,,
6008,gaps,,,,
6009,garage,,,,
6010,garb,,,,
6011,garcias,,,,
6012,gardener,,,,
6013,gardenhedge,,,,
6014,gardening,,,,
6015,gardenparty,,,,
6016,gargling,,,,
6017,garish,,,,
6018,garment,,,,
6019,garments,,,,
6020,garret,,,,
6021,garrison,,,,
6022,garroter,,,,
6023,garrulous,,,,
6024,gasfitters,,,,
6025,gasflare,,,,
6026,gash,,,,
6027,gashed,,,,
6028,gasjet,,,,
6029,gasjets,,,,
6030,gaslamp,,,,
6031,gaslamps,,,,
6032,gaslight,,,,
6033,gaslit,,,,
6034,gasogene,,,,
6035,gasp,,,,
6036,gasping,,,,
6037,gaspings,,,,
6038,gaspipes,,,,
6039,gasps,,,,
6040,gatekeeper,,,,
6041,gatelamp,,,,
6042,gatenow,,,,
6043,gatepost,,,,
6044,gateway,,,,
6045,gathering,,,,
6046,gaudiness,,,,
6047,gaudy,,,,
6048,gauge,,,,
6049,gauged,,,,
6050,gaunter,,,,
6051,gauntlet,,,,
6052,gauze,,,,
6053,gavea,,,,
6054,gayeties,,,,
6055,gazette,,,,
6056,gazetteer,,,,
6057,gear,,,,
6058,gelatine,,,,
6059,gelder,,,,
6060,gem,,,,
6061,gemmi,,,,
6062,generate,,,,
6063,generation,,,,
6064,generations,,,,
6065,generosity,,,,
6066,generous,,,,
6067,geneva,,,,
6068,genial,,,,
6069,geniality,,,,
6070,genially,,,,
6071,genii,,,,
6072,gennaros,,,,
6073,gent,,,,
6074,genteel,,,,
6075,gentespublished,,,,
6076,gentile,,,,
6077,gentiles,,,,
6078,gentlemanhe,,,,
6079,gentlemanly,,,,
6080,gentlemans,,,,
6081,gentlemena,,,,
6082,gentleness,,,,
6083,gentlest,,,,
6084,gentry,,,,
6085,genuine,,,,
6086,genve,,,,
6087,geographical,,,,
6088,geology,,,,
6089,geologypractical,,,,
6090,georges,,,,
6091,georgia,,,,
6092,germans,,,,
6093,germanspeaking,,,,
6094,germany,,,,
6095,gesellschaft,,,,
6096,gesticulated,,,,
6097,gesticulating,,,,
6098,gesticulation,,,,
6099,gestures,,,,
6100,getand,,,,
6101,gettin,,,,
6102,getup,,,,
6103,gewohnt,,,,
6104,ghastliness,,,,
6105,ghazis,,,,
6106,ghost,,,,
6107,ghostlike,,,,
6108,ghosts,,,,
6109,giants,,,,
6110,gibbering,,,,
6111,gibe,,,,
6112,gibes,,,,
6113,gibraltar,,,,
6114,giddy,,,,
6115,gift,,,,
6116,gifted,,,,
6117,gifts,,,,
6118,giftsfor,,,,
6119,gig,,,,
6120,giggle,,,,
6121,giggled,,,,
6122,giggling,,,,
6123,gilchrists,,,,
6124,gild,,,,
6125,gilding,,,,
6126,gill,,,,
6127,gilt,,,,
6128,gin,,,,
6129,gingerly,,,,
6130,ginshop,,,,
6131,gipsies,,,,
6132,gipsy,,,,
6133,gipsys,,,,
6134,girlfor,,,,
6135,girlhood,,,,
6136,girlie,,,,
6137,girlish,,,,
6138,girlsome,,,,
6139,girt,,,,
6140,girth,,,,
6141,giuseppe,,,,
6142,gladder,,,,
6143,glade,,,,
6144,glades,,,,
6145,gladly,,,,
6146,gladness,,,,
6147,gladstone,,,,
6148,glamour,,,,
6149,glances,,,,
6150,glands,,,,
6151,glaring,,,,
6152,glasscutter,,,,
6153,glasseswho,,,,
6154,glassfactories,,,,
6155,glassstoppered,,,,
6156,glasstopped,,,,
6157,glazed,,,,
6158,glazedshe,,,,
6159,glazing,,,,
6160,gleams,,,,
6161,glee,,,,
6162,gleefully,,,,
6163,glen,,,,
6164,glibly,,,,
6165,glide,,,,
6166,glided,,,,
6167,gliding,,,,
6168,glimmering,,,,
6169,glimmerings,,,,
6170,glimpses,,,,
6171,glint,,,,
6172,glints,,,,
6173,glisten,,,,
6174,glistened,,,,
6175,glistening,,,,
6176,glitter,,,,
6177,glittered,,,,
6178,glittering,,,,
6179,globe,,,,
6180,gloomiest,,,,
6181,gloomily,,,,
6182,gloria,,,,
6183,glories,,,,
6184,glorify,,,,
6185,glorious,,,,
6186,gloriously,,,,
6187,glory,,,,
6188,gloss,,,,
6189,glossiest,,,,
